PROVINCE,DISTRICT,TEHSIL,Union Council
Punjab,Mianwali,Isakhel,Kallur
Punjab,Mianwali,Isakhel,Kamar Mushani Pacca
Punjab,Mianwali,Isakhel,Kamar Mushani
Punjab,Bhakkar,Kalur Kot,Kanjan
Punjab,Multan,Jalalpur Pirwala,Karam Ali Wala
Punjab,Bhakkar,Bhakkar,Karari Kot
Punjab,Muzaffargarh,Muzaffargarh,Karimdad Qureshi
Punjab,Muzaffargarh,Muzaffargarh,Karimdad Qureshi
Punjab,Jhang,Jhang,Kariwala
Punjab,Layyah,Karor Lal Esan,Karor Thal Jandi
Punjab,Layyah,Karor Lal Esan,Karor Thal Jandi
Punjab,Khushab,Khushab,Katha Sagral
Punjab,Multan,Multan City,Kayan Pur
Punjab,Khushab,Khushab,Khabeki
Punjab,Mianwali,Isakhel,Khaglanwala
Punjab,Khushab,Noorpur,Khai Khurd
Punjab,Muzaffargarh,Alipur,Khair Pur Sadat
Punjab,Layyah,Chaubara,Khairawala
Punjab,Layyah,Chaubara,Khairawala
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Khakhi
Punjab,Multan,Jalalpur Pirwala,Khan Bela
Punjab,Rahim Yar Khan,Liaquat Pur,Khan Bela
Punjab,Multan,Multan Saddar,Khan Pur Maral
Punjab,Bahawalpur,Bahawalpur,Khanga Sharif
Punjab,Muzaffargarh,Alipur,Khangarh Doma
Punjab,Muzaffargarh,Muzaffargarh,Khangarh
Punjab,Muzaffargarh,Muzaffargarh,Khanpur Shumali
Punjab,Bhakkar,Bhakkar,Khansar
Punjab,Bhakkar,Bhakkar,Khansar
Punjab,Bahawalpur,Bahawalpur,Khanu Wali
Punjab,Bahawalpur,Bahawalpur,Khanu Wali
Punjab,Khushab,Noorpur,Khatwan
Punjab,Multan,Multan Saddar,Khokhar
Punjab,Mianwali,Piplan,Khola
Punjab,Khushab,Khushab,Khura
Punjab,Bhakkar,Darya Khan,Kohawar Kalan
Punjab,Muzaffargarh,Kot Addu,Kot Addu 01
Punjab,Jhang,Ahmedpur Sial,Kot Bahadar Shah
Punjab,Mianwali,Isakhel,Kot Chanda
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Kot Chhutta
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Kot Haibat
Punjab,Jhang,Jhang,Kot Lakhnana
Punjab,Jhang,Ahmedpur Sial,Kot Mapal
Punjab,Rahim Yar Khan,Rahim Yar Khan,Kot Mehndi Shah
Punjab,Rajanpur,Rajanpur,Kot Mithan
Punjab,Rajanpur,Rajanpur,Kot Mithan
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Kot Mubarak
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Kot Mubarak
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Kot Mubarak
Punjab,Jhang,Jhang,Kot Murad
Punjab,Dera Ghazi Khan,Taunsa,Kot Qaisarani
Punjab,Jhang,Jhang,Kot Sai Singh
Punjab,Rahim Yar Khan,Sadiqabad,Kot Sanjar Khan
Punjab,Jhang,Jhang,Kot Shakir
Punjab,Jhang,Jhang,Kot Shakir
Punjab,Layyah,Layyah,Kot Sultan
Punjab,Rajanpur,Jampur,Kot Tahir
Punjab,Multan,Multan Saddar,Kothiwala
Punjab,Multan,Jalalpur Pirwala,Kotla Chakar
Punjab,Rajanpur,Jampur,Kotla Dewan
Punjab,Rajanpur,Jampur,Kotla Dewan
Punjab,Muzaffargarh,Jatoi,Kotla Gamun
Punjab,Layyah,Layyah,Kotla Haji Shah
Punjab,Rajanpur,Rajanpur,Kotla Isan
Punjab,Multan,Multan Saddar,Kotla Maharan
Punjab,Rajanpur,Jampur,Kotla Mughlan
Punjab,Jhang,Shorkot,Kotla Muhammad Zarif Khan
Punjab,Rajanpur,Rajanpur,Kotla Nasir
Punjab,Rahim Yar Khan,Khanpur,Kotla Pathan
Punjab,Bahawalpur,Khairpur Tamewali,Kotla Qaim Khan
Punjab,Multan,Shujabad,Kotli Najabatt
Punjab,Khushab,Khushab,Kufri
Punjab,Khushab,Khushab,Kund
Punjab,Mianwali,Piplan,Kundian
Punjab,Khushab,Khushab,Khushab City
Punjab,Layyah,Layyah,Ladhana
Punjab,Layyah,Layyah,Ladhana
Punjab,Dera Ghazi Khan,Taunsa,Lakhani
Punjab,Multan,Jalalpur Pirwala,Lal Wah
Punjab,Multan,Jalalpur Pirwala,Lal Wah
Punjab,Muzaffargarh,Alipur,Langar Wah
Punjab,Muzaffargarh,Alipur,Langar Wah
Punjab,Multan,Multan Saddar,Lar
Punjab,Muzaffargarh,Muzaffargarh,Latkaran
Punjab,Rahim Yar Khan,Khanpur,Latki
Punjab,Layyah,Layyah,Layyah Thal Jandi
Punjab,Layyah,Layyah,Layyah Thal Kalan
Punjab,Rahim Yar Khan,Liaquat Pur,Liaquat Pur City
Punjab,Bhakkar,Mankera,Littan
Punjab,Layyah,Layyah,Lohanch Nasheb
Punjab,Multan,Multan Saddar,Lutef Abad
Punjab,Multan,Multan Saddar,Luthar
Punjab,Rahim Yar Khan,Sadiqabad,Machka
Punjab,Rahim Yar Khan,Sadiqabad,Machka
Punjab,Rahim Yar Khan,Khanpur,Mad Bahora
Punjab,Rahim Yar Khan,Khanpur,Mad Bahora
Punjab,Rahim Yar Khan,Khanpur,Mad Bahora
Punjab,Muzaffargarh,Alipur,Madd Wala
Punjab,Jhang,Jhang,Maharwali
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Mahmori
Punjab,Bhakkar,Mankera,Mahni
Punjab,Muzaffargarh,Muzaffargarh,Mahra Sharqi
Punjab,Bhakkar,Kalur Kot,Maibal
Punjab,Bhakkar,Kalur Kot,Maibal
Punjab,Multan,Multan Saddar,Makhdoom Rashid Town
Punjab,Dera Ghazi Khan,Taunsa,Makwal Kalan
Punjab,Dera Ghazi Khan,Taunsa,Makwal Kalan
Punjab,Jhang,Jhang,Malhuana
Punjab,Bhakkar,Kalur Kot,Maliana Daggar
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Mana Ahmadani
Punjab,Muzaffargarh,Muzaffargarh,Manak Pur
Punjab,Layyah,Layyah,Mandi Town
Punjab,Dera Ghazi Khan,Taunsa,Mangrotha
Punjab,Muzaffargarh,Muzaffargarh,Manka Bhatta
Punjab,Bhakkar,Mankera,Mankera
Punjab,Multan,Shujabad,Marha
Punjab,Rahim Yar Khan,Khanpur,Mari Allah Bachaya
Punjab,Jhang,Jhang,Mari Shah Sakhira
Punjab,Bahawalpur,Bahawalpur,Mari Sheikh Shijra
Punjab,Mianwali,Mianwali,Mari
Punjab,Multan,Multan City,Masood Pur Tibba
Punjab,Multan,Shujabad,Matotli
Punjab,Multan,Multan Saddar,Matti Tal
Punjab,Rahim Yar Khan,Rahim Yar Khan,Mau Mubarik
Punjab,Muzaffargarh,Kot Addu,Mehmood Kot
Punjab,Bahawalpur,Yazman,Merana
Punjab,Bahawalpur,Yazman,Merana
Punjab,Multan,Jalalpur Pirwala,Mian Pur Bailey Wala
Punjab,Bahawalpur,Bahawalpur,Miani
Punjab,Rahim Yar Khan,Rahim Yar Khan,Mianwali Qureshian
Punjab,Rahim Yar Khan,Rahim Yar Khan,Mianwali Sheikhan
Punjab,Rajanpur,Rojhan,Miranpur
Punjab,Layyah,Layyah,Mirhan
Punjab,Muzaffargarh,Kot Addu,Mirpur Bhagal
Punjab,Mianwali,Mianwali,Mianwali City
Punjab,Mianwali,Mianwali,Mochh
Punjab,Jhang,Jhang,Mochiwala
Punjab,Rahim Yar Khan,Liaquat Pur,Mohammad Daha
Punjab,Rahim Yar Khan,Sadiqabad,Mohammad Pur
Punjab,Rajanpur,Jampur,Mohammad Pur
Punjab,Rajanpur,Jampur,Mohammad Pur
Punjab,Dera Ghazi Khan,Taunsa,Morjhangi
Punjab,Dera Ghazi Khan,De-excluded Area D.g Khan,Mubarki
Punjab,Rahim Yar Khan,Khanpur,Mueenabad
Punjab,Rahim Yar Khan,Sadiqabad,Muhib Shah
Punjab,Jhang,Jhang,Mukhiana
Punjab,Bahawalpur,Yazman,Mukhwara
Punjab,Bhakkar,Bhakkar,Mullan Wali
Punjab,Bhakkar,Bhakkar,Mullan Wali
Punjab,Multan,Multan City,Multan City Urban
Punjab,Multan,Multan Saddar,Multani Wala
Punjab,Muzaffargarh,Kot Addu,Munhan
Punjab,Muzaffargarh,Alipur,Murad Pur Janubi
Punjab,Muzaffargarh,Muzaffargarh,Muradabad
Punjab,Rajanpur,Rajanpur,Murghai
Punjab,Rahim Yar Khan,Rahim Yar Khan,Murtaza Abad
Punjab,Mianwali,Mianwali,Musa Khel
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Mutfariq Chahan
Punjab,Multan,Multan City,Muzaffar Abad
Punjab,Muzaffargarh,Muzaffargarh,Muzaffargarh City 02
Punjab,Muzaffargarh,Muzaffargarh,Muzaffargarh City 04
Punjab,Muzaffargarh,Muzaffargarh,Muzaffargarh City 04
Punjab,Mianwali,Mianwali,Muzaffarpur Janubi
Punjab,Mianwali,Mianwali,Muzaffarpur Shumali (miras)uc
Punjab,Multan,Multan City,Multan Cantt
Punjab,Jhang,Jhang,Nadha Garh
Punjab,Rahim Yar Khan,Liaquat Pur,Nala Musani
Punjab,Khushab,Khushab,Nali Shumali
Punjab,Mianwali,Mianwali,Nammal
Punjab,Khushab,Khushab,Nari
Punjab,Dera Ghazi Khan,Taunsa,Narri Shumali
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Nautak
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Nautak
Punjab,Layyah,Chaubara,Nawan Kot
Punjab,Rahim Yar Khan,Khanpur,Nawan Kot
Punjab,Rahim Yar Khan,Khanpur,Nawan Kot
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Nawan
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Nawan
Punjab,Rahim Yar Khan,Sadiqabad,Nawazabad
Punjab,Rahim Yar Khan,Sadiqabad,Nawazabad
Punjab,Rahim Yar Khan,Khanpur,Neel Garh
Punjab,Multan,Multan City,Neelkot
Punjab,Khushab,Noorpur,Noor Pur
Punjab,Rajanpur,Rajanpur,Noor Pur
Punjab,Layyah,Karor Lal Esan,Noshera Thal Kalan
Punjab,Bhakkar,Bhakkar,Notak
Punjab,Rajanpur,Jampur,Noushehra
Punjab,Khushab,Khushab,Nowshera
Punjab,Muzaffargarh,Muzaffargarh,Nuhan Wali
Punjab,Multan,Jalalpur Pirwala,Nuraja Bhutta
Punjab,Multan,Jalalpur Pirwala,Nuraja Bhutta
Punjab,Khushab,Quaidabad,Noorpuruc
Punjab,Khushab,Quaidabad,Okhli Mohla
Punjab,Jhang,Jhang,Pabbar Wala
Punjab,Khushab,Khushab,Padhrar
Punjab,Layyah,Layyah,Pahar Pur
Punjab,Mianwali,Mianwali,Pai Khel
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Paigan
Punjab,Rahim Yar Khan,Liaquat Pur,Pakka Laran
Punjab,Rahim Yar Khan,Liaquat Pur,Pakka Laran
Punjab,Bahawalpur,Hasilpur,Pallah
Punjab,Multan,Multan Saddar,Panj Koha
Punjab,Multan,Multan Saddar,Panj Koha
Punjab,Bhakkar,Darya Khan,Panjgran
Punjab,Muzaffargarh,Kot Addu,Pattal Kot Addu
Punjab,Muzaffargarh,Kot Addu,Pattal Kot Addu
Punjab,Muzaffargarh,Kot Addu,Pattal Munda
Punjab,Bhakkar,Mankera,Patti Bulanda
Punjab,Muzaffargarh,Kot Addu,Patti Ghulam Ali
Punjab,Muzaffargarh,Kot Addu,Patti Ghulam Ali
Punjab,Muzaffargarh,Kot Addu,Patti Ghulam Ali
Punjab,Muzaffargarh,Kot Addu,Patti Ghulam Ali
Punjab,Multan,Shujabad,Paunta
Punjab,Khushab,Noorpur,Pelowance
Punjab,Jhang,Ahmedpur Sial,Pir Abdul Rahman
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Pir Adil
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Pir Adil
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Pir Adil
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Pir Adil
Punjab,Bhakkar,Bhakkar,Pir Ashab
Punjab,Rajanpur,Rajanpur,Pir Bux Sharqi
Punjab,Jhang,Jhang,Pir Kot Sadhana
Punjab,Multan,Multan City,Piran Ghaib
Punjab,Jhang,Jhang,Pukkewala
Punjab,Multan,Shujabad,Punjani
Punjab,Multan,Multan Saddar,Qadir Pur Lar
Punjab,Multan,Multan Saddar,Qadir Pur Ran Town
Punjab,Rahim Yar Khan,Khanpur,Qadir Pur
Punjab,Jhang,Shorkot,Qaim Bharwana
Punjab,Bahawalpur,Hasilpur,Qaim Pur
Punjab,Bahawalpur,Yazman,Qaim Pur
Punjab,Multan,Multan Saddar,Qasba
Punjab,Khushab,Quaidabad,Quaidabad
Punjab,Khushab,Quaidabad,Quaidabad
Punjab,Mianwali,Mianwali,Qurashian
Punjab,Layyah,Chaubara,Rafique Abad
Punjab,Khushab,Noorpur,Rahdari
Punjab,Rahim Yar Khan,Rahim Yar Khan,Rahim Yar Khan
Punjab,Rahim Yar Khan,Rahim Yar Khan,Rahim Yar Khan
Punjab,Rahim Yar Khan,Sadiqabad,Rahimabad
Punjab,Multan,Shujabad,Raja Ram
Punjab,Rahim Yar Khan,Rahim Yar Khan,Rajanpur
Punjab,Rajanpur,Rajanpur,Rakh Fazil Pur
Punjab,Muzaffargarh,Jatoi,Ram Pur
Punjab,Bahawalpur,Bahawalpur,Raman
Punjab,Multan,Multan Saddar,Rana Wahan
Punjab,Multan,Multan City,Rangeel Pur
Punjab,Khushab,Noorpur,Rangpur
Punjab,Muzaffargarh,Muzaffargarh,Rangpur
Punjab,Jhang,Ahmedpur Sial,Ranjeet Kot
Punjab,Rahim Yar Khan,Sadiqabad,Ranjhe Khan
Punjab,Rahim Yar Khan,Sadiqabad,Ranjhe Khan
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Ranman
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Ranman
Punjab,Jhang,Jhang,Rashidpur
Punjab,Rahim Yar Khan,Sadiqabad,Rasool Pur
Punjab,Multan,Shujabad,Rasul Pur
Punjab,Jhang,Jhang,Ratta Matta
Punjab,Khushab,Khushab,Roda
Punjab,Jhang,Jhang,Rodu Sultan
Punjab,Muzaffargarh,Muzaffargarh,Rohlan Wali
Punjab,Rajanpur,Rojhan,Rojhan Sharqi (tower Chowk)uc
Punjab,Rajanpur,Rojhan,Rojhan
Punjab,Rajanpur,Rojhan,Rojhan
Punjab,Rajanpur,Rojhan,Rojhan
Punjab,Rajanpur,Rojhan,Rojhan
Punjab,Rajanpur,Rojhan,Rojhan
Punjab,Mianwali,Mianwali,Rokhri
Punjab,Rahim Yar Khan,Sadiqabad,Roshan Bhaint
Punjab,Muzaffargarh,Jatoi,Sabaiwala
Punjab,Rajanpur,Rojhan,Sabzani
Punjab,Rajanpur,Rojhan,Sabzani
Punjab,Rahim Yar Khan,Sadiqabad,Sadiqabad
Punjab,Rajanpur,Rajanpur,Sahan Wala
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Sakhi Sarwar
Punjab,Multan,Multan Saddar,Saleh Mehey
Punjab,Multan,Multan Saddar,Saleh Mehey
Punjab,Jhang,Ahmedpur Sial,Samandoana
Punjab,Khushab,Khushab,Sandral
Punjab,Bahawalpur,Bahawalpur,Sanjar
Punjab,Bahawalpur,Bahawalpur,Sanjar
Punjab,Rahim Yar Khan,Sadiqabad,Sanjarpur
Punjab,Layyah,Karor Lal Esan,Sanu Wala
Punjab,Layyah,Layyah,Sarishtah Thal
Punjab,Jhang,Jhang,Satiana
Punjab,Muzaffargarh,Alipur,Seetpur
Punjab,Rahim Yar Khan,Khanpur,Sehja
Punjab,Rahim Yar Khan,Khanpur,Sehja
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Shadan Lund
Punjab,Muzaffargarh,Kot Addu,Shadi Khan Munda
Punjab,Mianwali,Mianwali,Shadia
Punjab,Muzaffargarh,Muzaffargarh,Shah Jamal
Punjab,Muzaffargarh,Muzaffargarh,Shah Jamal
Punjab,Jhang,Jhang,Shah Jeewana
Punjab,Bahawalpur,Hasilpur,Shah Pur
Punjab,Bahawalpur,Hasilpur,Shah Pur
Punjab,Layyah,Karor Lal Esan,Shah Pur
Punjab,Rahim Yar Khan,Rahim Yar Khan,Shah Pur
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Shah Sadar Din
Punjab,Jhang,Shorkot,Shah Sadiq Nahang
Punjab,Mianwali,Mianwali,Shahbaz Khel
Punjab,Muzaffargarh,Jatoi,Shahbaz Pur
Punjab,Multan,Shujabad,Shahpur Ubha
Punjab,Rahim Yar Khan,Liaquat Pur,Shaidani Sharif
Punjab,Rahim Yar Khan,Liaquat Pur,Shaidani Sharif
Punjab,Muzaffargarh,Muzaffargarh,Sharif Chhajrah
Punjab,Jhang,Ahmedpur Sial,Sharifabad
Punjab,Layyah,Karor Lal Esan,Shaukatabad
Punjab,Muzaffargarh,Jatoi,Shehar Sultan City
Punjab,Jhang,Jhang,Sheikh Chhuhar
Punjab,Muzaffargarh,Kot Addu,Sheikh Umar
Punjab,Layyah,Chaubara,Sher Garh
Punjab,Multan,Multan Saddar,Sher Shah
Punjab,Rahim Yar Khan,Rahim Yar Khan,Sherin
Punjab,Rajanpur,Rajanpur,Shikar Pur
Punjab,Bhakkar,Bhakkar,Sial
Punjab,Multan,Shujabad,Sikandar Abad
Punjab,Rajanpur,Rajanpur,Sikhani Wala
Punjab,Muzaffargarh,Kot Addu,Sinawan
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Smena
Punjab,Dera Ghazi Khan,Taunsa,Sokar
Punjab,Rahim Yar Khan,Rahim Yar Khan,Sonak
Punjab,Rahim Yar Khan,Rahim Yar Khan,Sonak
Punjab,Rahim Yar Khan,Rahim Yar Khan,Sonak
Punjab,Mianwali,Mianwali,Sowans
Punjab,Mianwali,Isakhel,Sultan Khel
Punjab,Jhang,Jhang,Sultan Pakhera
Punjab,Muzaffargarh,Alipur,Sultan Pur
Punjab,Jhang,Jhang,Sultanpur
Punjab,Layyah,Karor Lal Esan,Sumita
Punjab,Bahawalpur,Khairpur Tamewali,Syed Imam Shah
Punjab,Bahawalpur,Yazman,Syed Imam Shah
Punjab,Mianwali,Isakhel,Tabisar
Punjab,Layyah,Layyah,Tail Indus
Punjab,Muzaffargarh,Muzaffargarh,Talairi
Punjab,Khushab,Khushab,Talokar
Punjab,Mianwali,Isakhel,Tani Khel
Punjab,Multan,Multan City,Taraf Mubarik Doim
Punjab,Mianwali,Isakhel,Tarag
Punjab,Multan,Multan Saddar,Tatepur
Punjab,Mianwali,Mianwali,Thamme Wali
Punjab,Multan,Shujabad,Thatha Ghulwan
Punjab,Muzaffargarh,Muzaffargarh,Thatha Qureshi
Punjab,Muzaffargarh,Kot Addu,Thatta Gurmani
Punjab,Rahim Yar Khan,Rahim Yar Khan,Thul Khair Mohammad K
Punjab,Rajanpur,Jampur,Thul Shumali
Punjab,Mianwali,Piplan,Tibba Meharban Shah
Punjab,Rahim Yar Khan,Rahim Yar Khan,Tibbi Gul Mohammad
Punjab,Rahim Yar Khan,Rahim Yar Khan,Tibbi Gul Mohammad
Punjab,Rajanpur,Jampur,Tibbi Lundan
Punjab,Dera Ghazi Khan,Taunsa,Tibi Qaisarani
Punjab,Mianwali,Isakhel,Tola Bhangi Khel
Punjab,Rajanpur,De-excluded Area Rajanpur,Tribal Area
Punjab,Rahim Yar Khan,Liaquat Pur,Trinda Gurgaij
Punjab,Rahim Yar Khan,Liaquat Pur,Trinda Mohammad Panah
Punjab,Dera Ghazi Khan,De-excluded Area D.g Khan,Tuman Leghari
Punjab,Dera Ghazi Khan,De-excluded Area D.g Khan,Tuman Qaisrani
Punjab,Jhang,Jhang,Uchgal Imam
Punjab,Khushab,Khushab,Uchhali
Punjab,Muzaffargarh,Muzaffargarh,Umarpur Janubi
Punjab,Rajanpur,Rojhan,Umer Kot
Punjab,Rajanpur,Rojhan,Umer Kot
Punjab,Rahim Yar Khan,Rahim Yar Khan,Urban_1
Punjab,Rahim Yar Khan,Rahim Yar Khan,Urban_2
Punjab,Rahim Yar Khan,Rahim Yar Khan,Urban_3
Punjab,Rahim Yar Khan,Rahim Yar Khan,Urban_4
Punjab,Rahim Yar Khan,Rahim Yar Khan,Urban_5
Punjab,Rahim Yar Khan,Rahim Yar Khan,Urban_6
Punjab,Rahim Yar Khan,Khanpur,Urban_7
Punjab,Rahim Yar Khan,Khanpur,Urban_8
Punjab,Muzaffargarh,Muzaffargarh,Usman Koria
Punjab,Khushab,Quaidabad,Utra Janubi
Punjab,Muzaffargarh,Muzaffargarh,Utra Sandaila
Punjab,Khushab,Quaidabad,Unknown
Punjab,Multan,Multan City,Unknown_1
Punjab,Rahim Yar Khan,Khanpur,Unknown_10
Punjab,Rahim Yar Khan,Khanpur,Unknown_11
Punjab,Muzaffargarh,Kot Addu,Unknown_12
Punjab,Bhakkar,Bhakkar,Unknown_13
Punjab,Bahawalpur,Yazman,Unknown_14
Punjab,Bahawalpur,Bahawalpur,Unknown_15
Punjab,Muzaffargarh,Kot Addu,Unknown_16
Punjab,Bahawalpur,Bahawalpur,Unknown_17
Punjab,Muzaffargarh,Kot Addu,Unknown_18
Punjab,Muzaffargarh,Kot Addu,Unknown_19
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Unknown_2
Punjab,Bahawalpur,Bahawalpur,Unknown_20
Punjab,Muzaffargarh,Kot Addu,Unknown_21
Punjab,Bahawalpur,Hasilpur,Unknown_22
Punjab,Muzaffargarh,Muzaffargarh,Unknown_23
Punjab,Bahawalpur,Hasilpur,Unknown_24
Punjab,Muzaffargarh,Muzaffargarh,Unknown_25
Punjab,Muzaffargarh,Muzaffargarh,Unknown_26
Punjab,Muzaffargarh,Muzaffargarh,Unknown_27
Punjab,Muzaffargarh,Muzaffargarh,Unknown_28
Punjab,Muzaffargarh,Muzaffargarh,Unknown_29
Punjab,Jhang,Jhang,Unknown_3
Punjab,Bahawalpur,Yazman,Unknown_30
Punjab,Bahawalpur,Yazman,Unknown_31
Punjab,Muzaffargarh,Kot Addu,Unknown_32
Punjab,Bhakkar,Darya Khan,Unknown_33
Punjab,Muzaffargarh,Muzaffargarh,Unknown_34
Punjab,Muzaffargarh,Muzaffargarh,Unknown_35
Punjab,Muzaffargarh,Muzaffargarh,Unknown_36
Punjab,Muzaffargarh,Muzaffargarh,Unknown_37
Punjab,Muzaffargarh,Muzaffargarh,Unknown_38
Punjab,Muzaffargarh,Muzaffargarh,Unknown_39
Punjab,Rahim Yar Khan,Liaquat Pur,Unknown_4
Punjab,Muzaffargarh,Kot Addu,Unknown_40
Punjab,Muzaffargarh,Kot Addu,Unknown_41
Punjab,Muzaffargarh,Kot Addu,Unknown_42
Punjab,Muzaffargarh,Kot Addu,Unknown_43
Punjab,Bahawalpur,Yazman,Unknown_44
Punjab,Bahawalpur,Yazman,Unknown_45
Punjab,Muzaffargarh,Kot Addu,Unknown_46
Punjab,Bhakkar,Mankera,Unknown_47
Punjab,Bahawalpur,Yazman,Unknown_48
Punjab,Bahawalpur,Yazman,Unknown_49
Punjab,Rahim Yar Khan,Khanpur,Unknown_5
Punjab,Muzaffargarh,Kot Addu,Unknown_50
Punjab,Bhakkar,Mankera,Unknown_51
Punjab,Bahawalpur,Yazman,Unknown_52
Punjab,Muzaffargarh,Kot Addu,Unknown_53
Punjab,Bhakkar,Darya Khan,Unknown_54
Punjab,Bahawalpur,Yazman,Unknown_55
Punjab,Muzaffargarh,Kot Addu,Unknown_56
Punjab,Bahawalpur,Yazman,Unknown_57
Punjab,Muzaffargarh,Kot Addu,Unknown_58
Punjab,Bahawalpur,Yazman,Unknown_59
Punjab,Rahim Yar Khan,Khanpur,Unknown_6
Punjab,Muzaffargarh,Kot Addu,Unknown_60
Punjab,Muzaffargarh,Kot Addu,Unknown_61
Punjab,Bahawalpur,Yazman,Unknown_62
Punjab,Rahim Yar Khan,Khanpur,Unknown_7
Punjab,Rahim Yar Khan,Khanpur,Unknown_8
Punjab,Rahim Yar Khan,Khanpur,Unknown_9
Punjab,Mianwali,Isakhel,Vanjari
Punjab,Dera Ghazi Khan,Taunsa,Veho Wa
Punjab,Mianwali,Piplan,Vichvin Bala
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Wadoor
Punjab,Rahim Yar Khan,Rahim Yar Khan,Wah Kohna
Punjab,Rajanpur,Jampur,Wah Lushari
Punjab,Khushab,Khushab,Waheer
Punjab,Bahawalpur,Bahawalpur,Wahi Hussain
Punjab,Bahawalpur,Bahawalpur,Wahi Hussain
Punjab,Muzaffargarh,Jatoi,Wains
Punjab,Mianwali,Mianwali,Wan Bhachran
Punjab,Muzaffargarh,Muzaffargarh,Wan Patafi
Punjab,Muzaffargarh,Kot Addu,Wandar
Punjab,Rajanpur,Rajanpur,Wang
Punjab,Layyah,Karor Lal Esan,Warah Serah
Punjab,Khushab,Quaidabad,Warchha
Punjab,Jhang,Jhang,Wasu Aastana
Punjab,Mianwali,Mianwali,Watta Khel
Punjab,Muzaffargarh,Alipur,Yakey Wali
Punjab,Mianwali,Mianwali,Yaru Khel
Punjab,Mianwali,Mianwali,Yaru Khel
Punjab,Dera Ghazi Khan,Dera Ghazi Khan,Yaru
Punjab,Bhakkar,Bhakkar,Yousaf Shah
Punjab,Rahim Yar Khan,Liaquat Pur,Zaffar Abad
Sindh,Kashmore,Kashmore,Sodhi
Punjab,Bahawalpur,Ahmadpur East,Ahmedpur East
Punjab,Bahawalpur,Ahmadpur East,Ali Kharak
Punjab,Bahawalpur,Ahmadpur East,Bahawalpur Khalwan
Punjab,Bahawalpur,Ahmadpur East,Bakhtiari
Punjab,Bahawalpur,Ahmadpur East,Bin Wala
Punjab,Bahawalpur,Ahmadpur East,Binwala
Punjab,Bahawalpur,Ahmadpur East,Chanab Rasoolpur
Punjab,Bahawalpur,Ahmadpur East,Chani Goth
Punjab,Bahawalpur,Ahmadpur East,Dhoor Kor
Punjab,Bahawalpur,Ahmadpur East,Dhoor Kot
Punjab,Bahawalpur,Ahmadpur East,Hatheji
Punjab,Bahawalpur,Ahmadpur East,Janu Wala
Punjab,Bahawalpur,Ahmadpur East,Khair Pur Dhaha
Punjab,Bahawalpur,Ahmadpur East,Khuda Bux Mehar
Punjab,Bahawalpur,Ahmadpur East,Khuram Pur
Punjab,Bahawalpur,Ahmadpur East,Kot Khalifa
Punjab,Bahawalpur,Ahmadpur East,Kotla Musa Khan
Punjab,Bahawalpur,Ahmadpur East,Kulab
Punjab,Bahawalpur,Ahmadpur East,Mahand
Punjab,Bahawalpur,Ahmadpur East,Mandhal
Punjab,Bahawalpur,Ahmadpur East,Mehrabwala
Punjab,Bahawalpur,Ahmadpur East,Mubarakpur
Punjab,Bahawalpur,Ahmadpur East,Mud Peer Wah
Punjab,Bahawalpur,Ahmadpur East,Nunari
Punjab,Bahawalpur,Ahmadpur East,Rajarhoo
Punjab,Bahawalpur,Ahmadpur East,Sukhail
Punjab,Bahawalpur,Ahmadpur East,Tibbi Izzat
Punjab,Bahawalpur,Ahmadpur East,Uch Bukhari
Punjab,Bahawalpur,Ahmadpur East,Uch Gilani
Balochistan,Barkhan,Barkhan,Baghao
Balochistan,Barkhan,Barkhan,Chuharkot
Balochistan,Barkhan,Barkhan,Eshani
Balochistan,Barkhan,Barkhan,Naharkot
Balochistan,Barkhan,Barkhan,Rakhni
Balochistan,Barkhan,Barkhan,Rarkan
Balochistan,Barkhan,Barkhan,Sadar Barkhan
Balochistan,Jaffarabad,Gandakha,Bagh Head
